Utbildning,Nivå,Grundläggande behörighet,Särskild behörighet,Andra villkor,Organisatör/Länk
Underhållsingenjör,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9233
Drifttekniker - processoperatör,YH,Okänd,"Industritekniska processer 1, 100p; Energiteknik 1, 100p; Matematik 2a, 100p; Produktionskunskap 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9234
Skogsbrukstekniker,YH,Okänd,"Motor- och röjmotorsåg 1, 100p; Skogsskötsel 1, 100p; Terrängtransporter, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9235
Tekniker hållbar batteritillverkning,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9236
Designer-/produktutvecklare med 3D kompetens,YH,Okänd,"Mönsterkonstruktion 1, 100p; Mönsterkonstruktion 2, 100p; Textil design 1, 200p; Textil design 2, 200p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9237
Internationell Transportlogistik,YH,Okänd,"Engelska 6, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9238
Utvecklingsingenjör Electromobility,YH,Okänd,"Matematik 2, 100p; Programmering 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9241
Mätningstekniker,YH,Okänd,"Engelska 5, 100p; Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9242
Futuregames Animator and VFX Artist,YH,Okänd,"Engelska 6, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9245
Mobilitetstekniker – Hållbara drivmedel,YH,Okänd,"Ellära 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9246
Tekniker i hållbara verkstadsmiljöer,YH,Okänd,"Fordonsteknik – introduktion, 200p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9248
E-mobility-ingenjör,YH,Okänd,"Engelska 6, 100p; Praktisk ellära, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9249
Aktiveringspedagog inom LSS,YH,Okänd,"Naturkunskap 2, 100p; Samhällskunskap 1b, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p; Psykologi 1 , 50p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9250
Betongingenjör,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9251
Redovisningsekonom,YH,Okänd,"Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9253
Programmerare iPhone och Android,YH,Okänd,"Matematik 2, 100p; Programmering 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9254
Flygtekniker B1.1,YH,Okänd,"Engelska 6, 100p; Matematik 2, 100p; Fysik 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9255
Medicinsk vårdadministratör,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p; Engelska 6, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9256
Värmepumpstekniker,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9257
Rörinspektör - Mark/Fastighet,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9259
Flygtekniker-helikopter,YH,Okänd,"Engelska 6, 100p; Fysik 1, 150p; Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p; kan ersättas av 100p Nk eller 50p Nk + 50p eltekniska kurser, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9260
Underhållstekniker - el och automation,YH,Okänd,"Produktionsutrustning 1, 100p; Ellära 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9261
Optikerassistent med specialisering inom ögonhälsa,YH,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
","
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9262
Processoperatör livsmedel,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9263
Tandsköterska,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p; Engelska 5, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9264
Produktionstekniker Automatiserade tillverkningsprocesser,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9266
Produktionstekniker Digitalisering och datorstödd tillverkning,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9267
Teknisk 3D artist inom spel,YH,Okänd,"Engelska 6, 100p; Matematik 2, 100p; Programmering 1 , 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9269
Marintekniker miljöoptimering,YH,Okänd,"Matematik 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9273
Stödpedagog inom funktionshinderområdet,YH,Okänd,"Hälsopedagogik, 100p; Specialpedagogik 1, 100p; Specialpedagogik 2, 100p; Svenska 2 eller Svenska som andra språk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9274
Sommelier,YH,Okänd,"Servering 2, 200p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9275
"Produktionstekniker, inriktning ständiga förbättringar/Lean production",YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9276
Processoperatör och laborant,YH,Okänd,"Matematik 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9277
Produktionsdrejare,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9278
Drifttekniker kraft- värmeproduktion,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9280
Elektronikingenjör hårdvarudesign,YH,Okänd,"Fysik 1, 150p; Svenska 2 eller Svenska som andraspråk 2, 100p; Matematik 2a, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9281
Mönsterkonstruktör,YH,Okänd,"Mönsterkonstruktion 1, 100p; Mönsterkonstruktion 2, 100p; Textil design 1, 200p; Textil design 2, 200p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9282
Trafiklärare,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9285
Medicinsk Vårdadministratör,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p; Engelska 6, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9288
Byggingenjör produktion,YH,Okänd,"Bygg och anläggning 1, 200p; Matematik 2a, 100p; Svenska 2 alt Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9289
Sadelmakare,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9290
Redovisningsekonom,YH,Okänd,"Engelska 6, 100p; Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9291
Specialist inom svetsautomation,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9293
"Driftingenjör inom Energi, Miljö och Kyla",YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9294
Hydraulsystemtekniker,YH,Okänd,"Fysik 1a, 150p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9297
Data Manager,YH,Okänd,"Matematik 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9299
"Elkrafttekniker, inriktning hållbara elsystem",YH,Okänd,"Matematik 2a, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9301
Specialistutbildad undersköterska inom demens,YH,Okänd,"Psykologi 1, 50p; Svenska 1 eller Svenska som andraspråk 1, 100p; Vård- och omsorgsarbete 1, 200p; Vård- och omsorgsarbete 2, 150p; 1300 p i yrkesämnen från Vård och omsorgsprogrammet, vux eller motsvarande i äldre utbildningar., 1300p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9302
VVS-tekniker Malmö/Lund,YH,Okänd,"Matematik 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9303
Event Manager,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9304
"Trädgårdsmästare – odling, förädling och entreprenörskap",YH,Okänd,"Fordon och redskap, 100p; Marken och växternas biologi, 100p; Växtkunskap 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9305
Distributionselektriker,YH,Okänd,"Matematik 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9306
Digital Art Director och Copywriter,YH,Okänd,"Engelska 6, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9307
Ridlärare,YH,Okänd,"Hästkunskap 1, 100p; Ridning 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9308
Food & Beverage Manager,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9309
Kvalificerad trädgårdsanläggare,YH,Okänd,"Fordon och redskap, 100p; Marken och växternas biologi, 100p; Växtkunskap 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9310
Garment Technical Designer 3D,YH,Okänd,"Textil design 1, 200p; Mönsterkonstruktion 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9312
UAS fjärrpilot och operatör inom kategori specifik,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9313
Försäkringsrådgivare/Skadereglerare/Riskbedömare,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9314
Järnvägstekniker / Kvalificerad bantekniker,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9315
Järnvägstekniker / Kvalificerad signaltekniker,YH,Okänd,"Elektromekanik, 100p; Ellära 1, 100p; Mekatronik 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9316
Järnvägstekniker / Kvalificerad kontaktledningstekniker,YH,Okänd,"Elektromekanik, 100p; Ellära 1, 100p; Mekatronik 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9317
Automationsingenjör processteknik,YH,Okänd,"Fysik 1, 150p; Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9318
Kommunikativ Redovisningsekonom,YH,Okänd,"Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9319
Designmodellör,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9320
Elkonstruktör,YH,Okänd,"Matematik 2a, 100p; Praktisk ellära, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9321
Optikerassistent,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9323
"Servicetekniker, inriktning life science",YH,Okänd,"Engelska 6, 100p; Kemi 1, 100p; Matematik 2c, 100p; Svenska 3 alt Svenska som andraspråk 3, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9326
Lokförare,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9327
Byggingenjör hållbart byggande,YH,Okänd,"Bygg och anläggning 1, 200p; Matematik 2a, 100p; Svenska 2 alt Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9330
Growth Marketing,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9743
Stadsutveckling / Urban Designer,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9744
Content Engineering,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9745
Träbyggnadsingenjör hållbart byggande,YH,Okänd,"Bygg och anläggning 1, 200p; Matematik 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9792
Bygg- och anläggningsledare,YH,Okänd,"Bygg och anläggning 1, 200p; Bygg och anläggning 2, 200p; Svenska 2 alt Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9793
Automationsingenjör robotik,YH,Okänd,"Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p; Praktisk ellära, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9794
VVS-ingenjör,YH,Okänd,"Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9795
Automationsingenjör,YH,Okänd,"Ellära 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9796
Stödpedagog inom funktionshinderområdet,YH,Okänd,"Hälsopedagogik, 100p; Specialpedagogik 1, 100p; Specialpedagogik 2, 100p; Svenska 2 eller Svenska som andra språk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9797
Specialistundersköterska Psykiatri,YH,Okänd,"Anatomi och fysiologi 1, 50p; Omvårdnad 1, 100p; Psykiatri 1, 100p; Psykiatri 2, 100p; Psykologi 1, 50p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9798
Projektutvecklare förnybar energi,YH,Okänd,"Engelska 6, 100p; Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9799
Miljösamordnare Hållbara Byggnader,YH,Okänd,"Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9800
Front End Developer,YH,Okänd,"Engelska 6, 100p; Matematik 2, 100p; Programmering 1, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9801
Byggproduktionsledare ROT,YH,Okänd,"Matematik 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9802
Projektledare Solenergi,YH,Okänd,"Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9803
Byggproduktionsledare ROT,YH,Okänd,"Matematik 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9804
QHSE-Manager,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9805
B2B-säljare,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9806
Key Account Manager,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9807
Javautvecklare,YH,Okänd,"Matematik 2, 100p; Programmering 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9808
Internationell säljare och marknadsförare,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9809
Energiingenjör,YH,Okänd,"Ellära 1, 100p; Matematik 2a, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9810
Elkraftsingenjör,YH,Okänd,"Praktisk ellära, 100p; Matematik 2a, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9811
Elingenjör konstruktion,YH,Okänd,"Fysik 1, 150p; Matematik 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9812
Virtual Reality-utvecklare,YH,Okänd,"Engelska 6, 100p; Matematik 2, 100p; Programmering 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9813
DevOps Engineer,YH,Okänd,"Matematik 2, 100p; Programmering 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9814
IT-infrastrukturspecialist,YH,Okänd,"Matematik 2, 100p; Dator och nätverksteknik 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9815
IT-säkerhetstekniker,YH,Okänd,"Dator- och nätverksteknik, 100p; Engelska 6, 100p; Matematik 2a, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9816
Business Intelligence-analytiker,YH,Okänd,"Matematik 2, 100p; Programmering 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9817
Frontend-utvecklare,YH,Okänd,"Matematik 2, 100p; Programmering 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9818
Webbutvecklare fullstack open source,YH,Okänd,"Matematik 2, 100p; Programmering 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9819
Byggnadsingenjör Infrastruktur,YH,Okänd,"Matematik 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9820
Byggnadsingenjör ROT,YH,Okänd,"Matematik 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9821
Drift- och fastighetstekniker,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9822
Fastighetsförvaltare,YH,Okänd,"Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9823
Byggprojektledare - Hållbar byggnation,YH,Okänd,"Bygg och anläggning 1, 200p; Bygg och anläggning 2, 200p; Svenska 2 alt Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9824
Front End Developer,YH,Okänd,"Matematik 2, 100p; Webbutveckling 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9825
Digital Analytics,YH,Okänd,"Engelska 6, 100p; Matematik 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9826
Blockchainutvecklare,YH,Okänd,"Matematik 2, 100p; Webbutveckling 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9827
Digital Marketing Manager,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9828
TRAC turism- och resekonsult med internationell IATA,YH,Okänd,"Engelska 6, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9829
Elkonstruktör,YH,Okänd,"Praktisk ellära, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9830
IT-säkerhetsutvecklare,YH,Okänd,"Dator- och nätverksteknik, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=9831
